Unnamed: 0,reviewerName,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,overall
3346,"M. Stern ""Shutterman""","Maybe I got a defective card but this one felt a bit &#34;thinner&#34; and &#34;flimsier&#34; than other micro-SD cards I've had.The real problem was after a week of use as expanded storage in a tablet, I started having trouble with certain programs installed on the card, then finally the tablet gave me a message that the card was corrupt, and while a PC would recognize it, eery time I tried to format the card, there would be an error.",2014-02-24,287,0,0,0,0,0.0,0.0,1.0
174,A. Marte,"I bought this on August of 2013.  As of April 2014 the card stopped functioning.  It can still be read, but the writing capability is gone.  That's less than one year.  I'm extremely disappointed in the longevity of this card.  My usage of it has been on my Galaxy S4.  I have about 40Gb of data in it.  Guess I'm going to have to look for another card that has a longer lifespan than this one.",2014-06-25,166,1,0,1,1,1.0,0.2065493143772374,1.0
4330,Steve C.,I am now awaiting a replacement from Sandisk because it failed after the Amazon return period.  Always had good luck with Sandisk cards until now.  Phone and PC simply stopped seeing the card.  Lost all of my data (which i fortunately had backed up elsewhere).,2014-04-25,227,0,2,2,-2,0.0,0.0,2.0
2829,"Lewis A. Shepard ""Rollingwood Guitars""",I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,2013-03-20,628,0,0,0,0,0.0,0.0,3.0
3967,rpgmaker,"If you were looking for a class 10 microsd card in order to DIRECTLY transfer files from your PC to your phone the fastest way possible you can go with a cheaper class 4 instead of this one. The speed is not much different than other class 4 microsd cards I've had. It's very far from the 30mb/s they promise, I got only about 4.5mb/s AT MUCH, and after a few minutes it's downhill from there. I tested on both windows and linux and didn't see a difference. Luckily there's not a lot of difference in price between a high quality class 4 and this one but then again, maybe I didn't look at the class 4 the way I should have since I was focused on getting a class 10. Oh well, you've been warned. Don't expect magic from this card.UPDATE 12/11/2013: Sandisk proactively answered this review to ask me to contact them. The reason I didn't contact them first it's because you usually receive slimy answers from this tech support and hardly any solution or help. It is indeed a waste of time. After sandisk comment I contacted them through one of their live chat agents and this is the interchange. My suspicious were confirmed and I indeed wasted my time:Daniel S.: Hello, thank you for contacting SanDisk. My name is Daniel S.. Please give me a moment while I look into your question.fer da: heyfer da: i just got this answer from sandisk:  http://www.amazon.com/review/R3EMA7XPN7IDZD/ref=cm_cd_notf_message?ie=UTF8&cdForum;=FxFNZEI17MH7ND&cdPage;=1&cdThread;=Tx7VKC9UPWNI9X#Mx3FKEEV0WIILE3Daniel S.: Please tell me what is written on the face of the memory card?fer da: never thought of contacting you because i thought i was just going to waste my time, but it was nice to be contacted proactively by youfer da: okfer da: the same thing as the one on the picturefer da: sandisk ultrafer da: microsdhc Ifer da: 32gbDaniel S.: Please allow me a moment.fer da: will you need more info from the card?Daniel S.: The Sandisk Ultra card is a UHS-I card and provides optimum performances when used with a UHS-I enabled device or card reader.fer da: my phone is off.. lolfer da: it says that it is a class 10 card, i bought it because of the promise of better speeds than the regular class 4 when using it with my phoneDaniel S.: I would like to inform you that you will get the minimum read speed of 10 mbps on a UHS-I enable device as the card is built on the UHS-I technology.fer da: and write speeds?fer da: i'm getting like 4mb/sfer da: a far cry from the 30 MB/s2 promisedDaniel S.: I would like to inform you that so I said the card is built on the UHS-I technology it will give the optimum speed with an UHS-I enable device.Daniel S.: You will get the minimum write speed of 10 mbps with an UHS-I enable device.fer da: okfer da: waste of time confirmedDaniel S.: I would like to inform you that if you'll use this card with an UHS-I enable device it will give you the optimum speed as it's promise.Daniel S.: Is there anything else I may assist you with?***removed one star because of the sliminess of contacting me via amazon to show ""sandisk cares"" but not really offering any real support when contacted.",2013-06-12,544,0,1,1,-1,0.0,0.0,2.0
3144,Michael Desimone,"So far, so good.  It does what it's supposed to do.  Doesn't seem any faster or slower than any other micro SD card I had.  Bought a cheap imitation on Ebay and regretted it as it crashed.  It really doesn't pay to be cheap with memory.  It's all about the reliability, which you get with this product.10/17 Update:  Big problem with this SD card if you are a Windows Phone user - does not properly record HD video.  Video recording to SD card is consistently choppy.  Pop in another SD card - records fine.  Record to my phone - records fine.  I've tried formatting it every which way and it isn't working well.  Go with another brand Windows Phone users.",2013-09-23,441,0,0,0,0,0.0,0.0,2.0
504,A. Vanness,"I have had this for 8 months, and the SD Card already stopped deleting files and keeping pictures.  I have tried reformatting, and nothing helps.  Not cool.Update - April 2, 2014 - I contacted Sandisk and I am sending the problematic card back for warranty replacement.  I hope this will resolve the issue with the card.  I will keep you updated once the process is complete.",2014-03-31,252,0,1,1,-1,0.0,0.0,1.0
1904,G. Wright,"I got this for my brand new Nokia Lumia 810, but there is some kind of problem, the card is horribly slow, I can't record HD video to it, it studders.  I've tried reformatting several times to no avail.  I didn't have any of these problems with my old 32gb class 4 sandisk card...  There are other people having this problem as well, seems hit or miss.  I can't recommend this card at this time for this reason.EDIT:  I've contacted SanDisk and they are RMAing the card.  I'll improve the rating if the new card corrects the problem.EDIT: Got the new card, problem still exists...EDIT: I've suffered with this card for a year now, the only problem is that I cannot take video without studders, so I figured maybe software updates would eventually fix the problem.  They have not.  I have used multiple different camera apps, and the problem still persists.",2012-12-26,712,1,0,1,1,1.0,0.2065493143772374,1.0
4652,Troy  N.Stennett,"I'm using this in a SAMSUNG GALAXY S3 16GB unlocked smartphone and the only problem is as you write more and more flies to the card it gets slower and slower to the point that you'll be so p.o at a crucial moment , say for example you want  to access a video  or doc , that when you do actually get your file you've lost  all faith in the card .So buy it for the capacity but always remember it's not reliable  for fast access.",2013-12-22,351,0,0,0,0,0.0,0.0,3.0
2593,"Karl Alexander Monzon ""Karl  Monzn""",It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.,2013-08-11,484,1,0,1,1,1.0,0.2065493143772374,1.0
