Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
2559,Juggy1337,1.0,"I was using mine in a GoPro Hero 3.  The card just broke for no reason.  There is controversy weather its the GoPro or SanDisk, but after doing some Google research it seems that its more of SanDisk's fault as these SD cards also fail (or used to) in varies Samsung devices (phones / tablets).  Amazon sent me a replacement, so no harm done, but for the money you would expect something top notch.GoPro users (on the support forums) recommend getting 2x32GB SD cards, which have not had any issues as far as anyone knows.  The worst part is losing important content, I was lucky, I copied my movies from the SD card onto a HD on my PC.  Others not so lucky.",2013-07-17,509,0,0,0,0,0.0,0.0
2567,"Justin Cordoza ""Eco D.""",1.0,"I purchased this for my gopro hero 3 and it worked ok for a while, then suddenly the camera would only record about 10 seconds at a time.  After reading some forums online, I was prompted to swap this Sandisk out for a Samsung card.  All of my problems went away!  I still use this card for random storage, but I won't use it in a camera again.",2013-12-13,360,0,0,0,0,0.0,0.0
2580,"J. Watts ""JLW""",3.0,The 64gb version does not seem as reliable as the lower gb versions. I have had to reformat this card twice .. a real nuisance. When its working .. it does well.,2013-08-12,483,0,0,0,0,0.0,0.0
2593,"Karl Alexander Monzon ""Karl  Monzn""",1.0,It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.,2013-08-11,484,1,0,1,1,1.0,0.2065493143772374
2640,Ken,1.0,"I have lately purchased two micro-SD card one Sandisk Ultra 64GB microSDXC and 1 Sandisk Extreme Pro microSDHC 16GB. The first one claim 30MB/s the second claims 90-95MB/s. I 5 tests on my Galaxy Note 2 and 3 different benchmark test on my computer using USB 3.0 card reader. I can only get 7-8MB/s (this not even class 10, let alone UHS-1). I even did real world testing by copy a large set of data (2GB of photo).The result is no different. I do own Sandisk extreme SDHC card on my T3i and I do get 65MB/s of transfer rate. I strongly recommend consumers to test their premium (UHS-1) microSD. I felt very disappointed on Sandisk. I will try other brand like Samsung, Patriot or Lexar.",2013-09-01,463,0,1,1,-1,0.0,0.0
2645,Kenneth Castro,1.0,This doesn't work on the galaxy note 10.1. It is getting detected however it is not being utilized by the note 10.1.,2012-11-23,745,1,1,2,0,0.5,0.0945312057342307
2653,Kenneth Shill,3.0,Some reason this card (and a replacement card) did not work with my GoPro Hero 3+.....therefore I could only give the card a 3* instead of a 5......ive also read that many people are having the same problem with ALL brands of micro SD 64 gb cards.,2014-08-04,126,0,0,0,0,0.0,0.0
2681,"K. Gross ""S.F. Magician""",1.0,"Card has failed several times in the phone I installed it in. I purchased it for the phone where it has resided for a month. In that time, it has required reformatting three times which makes its utility useless as a storage device.",2013-05-20,567,0,0,0,0,0.0,0.0
2684,k,3.0,"I was a little disappointed since it came without a box. So, where do I leave the adapter while the card is in the camera?",2013-02-16,660,0,0,0,0,0.0,0.0
2707,kj,3.0,"I connected it to my galaxy S4, but every now and then (once or twice a week) it will eject from my phone and the phone will need to re read the card. It's not a big issue, but when it happens you may need to wait like 4 min for your files.It happens a lot less now that i dont use the powersaving funtion. Something about the powersaving on the phone seems to not deliver enough power to the card.",2013-12-28,345,0,0,0,0,0.0,0.0
2743,K. Rodriguez,1.0,"This card only lasted two weeks before it began giving read errors. I used it in a dash cam and no matter how many times I formatted, it would only record for about a minute before failing again. I picked up a PNY card since and it has worked beautifully. Unfortunately, I've been swamped and forgot to return this card before my 30 days. Not happy about that!",2013-09-08,456,0,0,0,0,0.0,0.0
2754,KY,3.0,"I bought two pieces and they were working well, but after filling one of them with videos, the entire card just failed. I was unable to reformat it, even by using Partition Magic. Otherwise the other one is working just fine.",2012-12-30,708,0,0,0,0,0.0,0.0
2765,"L7 ""Tech Head""",1.0,"I bought this for my Android phone and it kept stating ""media scanning"" over and over, even when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for this, now I have a useless 32gb card that refuses to hold music on my phone, or anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you don't believe me, go onto the Sandisk message boards and look. It's a dud. So disappointing.",2013-07-28,498,1,0,1,1,1.0,0.2065493143772374
2775,"Laron Taylor ""laronvonbaron""",3.0,I have a problem with the size of these mini cards --they are hard to hold on to  and get in and out of my drift cameras they get stuck all the time,2013-08-28,467,0,0,0,0,0.0,0.0
2780,Larry,3.0,"I owned one of these for a year before it lost its ability to write to itself. This was very disappointing, but not a deal breaker for me because San Disk products are usually built to last. I believe I just received a bad one from the batch that mine came from.",2013-12-15,358,0,0,0,0,0.0,0.0
2789,Lateef,1.0,"trash quality, broke and corrupted my data on two different cards",2014-01-07,335,0,0,0,0,0.0,0.0
2829,"Lewis A. Shepard ""Rollingwood Guitars""",3.0,I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,2013-03-20,628,0,0,0,0,0.0,0.0
2830,L. F. Hunter,1.0,"This card continually unmounted in my S4. It was really painful, when I remounted the card I sometimes retrieved my files, sometimes not. I have to say, though, that a card test in my PC, using Crucial diagnostics, went fine. My gut feel is that the card overheats, and shuts down in the S4, although I have no proof of this. What I do know is that it didn't work for me, and many others (google it). Naturally, Amazon refunded me the purchase cost when I returned the card, gotta love Amazon.I now have a Samsung 64g card, and no problems so far. I like Sandisk, but there's a compatibility problem here with the S4.",2013-06-27,529,2,0,2,2,1.0,0.3423802275066531
2835,L. He,1.0,"I was taking a tour in Hangzhou China and while I was shooting with my Canon 6D, the card out of sudden crashed. My camera won't recognize the card and it showed ""card reading error"". I had more than 2000 photos in it including the trip in Beijing and Xi'an. I was not able to cover those photos even with the common flash memory recovery softwares. I may have to send it to Sandisk subdivision LC Technologies to recover those photos, for the 64 gb they are asking for $325, regardless how much photos they can recover.Lesson learned: for important shoots, use 32 SDHC card, they are so far the most stable SD cards out there. I spent over $10K for this vacation and most of these valuable memories are gone. Thanks a lot Sandisk! I wish I could give negative stars if Amazon allowed me to.",2013-03-19,629,0,0,0,0,0.0,0.0
2849,linuxpng,1.0,Unmounts randomly in mu surface pro 2.  Seems to mostly be centered around write operations.  Trying the samsung version which is sadly much more money.,2013-12-29,344,0,1,1,-1,0.0,0.0
2863,lloyd,3.0,Slow and expensive- better options out there,2014-03-07,276,0,0,0,0,0.0,0.0
2871,longcat,1.0,"I have purchased two of these 64gb sd cards and used them in an Android phone, and in a video recorder.After about 3 months usage in my phone, the card would randomly unmount and it took many remounts or reboots to get the card to work again.  Eventually, it stopped accepting writes at all, and couldn't even be formatted... although I could see what was on there.I repurchased the card, and after a couple months, the same thing happened again: random unmounts.  I moved the card to a video recorder, where it worked for a while... but even with a different usage pattern, it died again.I have had no problems with 32GB cards so far.  I'm staying away from this generation of 64GB cards.----EDIT----Getting these cards RMA'd was quick and easy.  I had a Lexar 128GB SD card die too, and I sent the cards in all at the same time.  I haven't gotten an update from Lexar, but I got updates AND my replacement from SanDisk.  Supposedly there was something fixed in this new card revision.  I hope so.",2013-07-17,509,0,0,0,0,0.0,0.0
